Case,Algorithm,Bins Used,Time / Item (s),nitems,ndays,Bin Utilization,Avg Items per Bin,Percent Items Departed,Bins Used per Item,Efficiency,Time (s)
Repeating Pattern 2,first_fit_decreasing,51,0.0,100,-1,0.8,1.9411764705882353,1.0,0.51,0.8,0.0
Repeating Pattern 2,best_fit_decreasing,51,0.0,100,-1,0.8,1.9411764705882353,1.0,0.51,0.8,0.0
Repeating Pattern 2,next_fit_decreasing,51,0.0,100,-1,0.8,1.9411764705882353,1.0,0.51,0.8,0.0
Repeating Pattern 2,worst_fit_decreasing,51,0.0,100,-1,0.8,1.9411764705882353,1.0,0.51,0.8,0.0
Repeating Pattern 2,time_aware_harmonic_algorithm,50,0.0,100,-1,0.8,1.98,1.0,0.5,0.8,0.0
Repeating Pattern 2,rolling_horizon_dp,73,1.0440349578857422e-05,100,-1,0.5,1.356164383561644,1.0,0.73,0.4485454129502031,0.0010440349578857422
Varying Bin Capacity,first_fit,67,0.0,100,-1,0.9235103615124334,1.492537313432836,1.0,0.67,0.9235103615124334,0.0
Varying Bin Capacity,next_fit,79,0.0,100,-1,0.7784765193865217,1.2658227848101267,1.0,0.79,0.7784765193865217,0.0
Varying Bin Capacity,best_fit,65,0.0,100,-1,0.9594780030072891,1.5384615384615385,1.0,0.65,0.9594780030072891,0.0
Varying Bin Capacity,worst_fit,70,0.0,100,-1,0.8502516102190094,1.4285714285714286,1.0,0.7,0.8502516102190094,0.0
Varying Bin Capacity,first_fit_decreasing,63,0.0,100,-1,0.9730851548331787,1.5873015873015872,1.0,0.63,0.9730851548331787,0.0
Varying Bin Capacity,best_fit_decreasing,63,0.0,100,-1,0.9730851548331787,1.5873015873015872,1.0,0.63,0.9730851548331787,0.0
Varying Bin Capacity,next_fit_decreasing,76,0.0,100,-1,0.7869531412303856,1.3157894736842106,1.0,0.76,0.7869531412303856,0.0
Varying Bin Capacity,worst_fit_decreasing,63,9.9945068359375e-06,100,-1,0.9393645205026633,1.5873015873015872,1.0,0.63,0.858045521440738,0.00099945068359375
Varying Bin Capacity,time_aware_harmonic_algorithm,67,0.0,100,-1,0.9235103615124334,1.492537313432836,1.0,0.67,0.9235103615124334,0.0
Varying Bin Capacity,rolling_horizon_dp,84,1.0149478912353516e-05,100,-1,0.7115847503449371,1.1904761904761905,1.0,0.84,0.6306572376563202,0.0010149478912353516
Highly Fragmented Items,first_fit,42,0.0,100,-1,0.9436413699323892,2.380952380952381,1.0,0.42,0.9436413699323892,0.0
Highly Fragmented Items,next_fit,51,0.0,100,-1,0.8243813464273533,1.9607843137254901,1.0,0.51,0.8243813464273533,0.0
Highly Fragmented Items,best_fit,42,0.0,100,-1,0.9396770851836109,2.380952380952381,1.0,0.42,0.9396770851836109,0.0
Highly Fragmented Items,worst_fit,43,0.0,100,-1,0.8990254327143884,2.3255813953488373,1.0,0.43,0.8990254327143884,0.0
Highly Fragmented Items,first_fit_decreasing,40,0.0,100,-1,0.9945439972123159,2.5,1.0,0.4,0.9945439972123159,0.0
Highly Fragmented Items,best_fit_decreasing,40,1.0066032409667968e-05,100,-1,0.9945439972123159,2.5,1.0,0.4,0.9377151279566857,0.0010066032409667969
Highly Fragmented Items,next_fit_decreasing,50,0.0,100,-1,0.8304649588816422,2.0,1.0,0.5,0.8304649588816422,0.0
Highly Fragmented Items,worst_fit_decreasing,40,0.0,100,-1,0.9845532768577776,2.5,1.0,0.4,0.9845532768577776,0.0
Highly Fragmented Items,time_aware_harmonic_algorithm,42,0.0,100,-1,0.9436413699323892,2.380952380952381,1.0,0.42,0.9436413699323892,0.0
Highly Fragmented Items,rolling_horizon_dp,58,9.844303131103515e-06,100,-1,0.7159654148281477,1.7241379310344827,1.0,0.58,0.6593050759230759,0.0009844303131103516
Time-aware items,first_fit,61,0.0,100,10,0.955112577116413,1.639344262295082,1.0,0.61,0.955112577116413,0.0
Time-aware items,next_fit,73,0.0,100,10,0.8265941036601225,1.36986301369863,1.0,0.73,0.8265941036601225,0.0
Time-aware items,best_fit,60,0.0,100,10,0.9663481644529179,1.6666666666666667,1.0,0.6,0.9663481644529179,0.0
Time-aware items,worst_fit,66,0.0,100,10,0.8501026782885445,1.5151515151515151,1.0,0.66,0.8501026782885445,0.0
Time-aware items,first_fit_decreasing,58,0.0,100,10,0.991739745298371,1.7241379310344827,1.0,0.58,0.991739745298371,0.0
Time-aware items,best_fit_decreasing,58,0.0,100,10,0.991739745298371,1.7241379310344827,1.0,0.58,0.991739745298371,0.0
Time-aware items,next_fit_decreasing,72,0.0,100,10,0.8080356417748917,1.3888888888888888,1.0,0.72,0.8080356417748917,0.0
Time-aware items,worst_fit_decreasing,58,9.899139404296876e-06,100,10,0.9791324280014403,1.7241379310344827,1.0,0.58,0.9012481832713142,0.0009899139404296875
Time-aware items,time_aware_harmonic_algorithm,61,0.0,100,10,0.9614298422151928,1.639344262295082,1.0,0.61,0.9614298422151928,0.0
Time-aware items,rolling_horizon_dp,77,1.0063648223876953e-05,100,10,0.7839754198354765,1.2987012987012987,1.0,0.77,0.7020879472640507,0.0010063648223876953
Correlated Arrival and Departure,first_fit,58,0.0,100,10,0.939110645279994,1.7241379310344827,1.0,0.58,0.939110645279994,0.0
Correlated Arrival and Departure,next_fit,72,0.0,100,10,0.7716089103986128,1.3888888888888888,1.0,0.72,0.7716089103986128,0.0
Correlated Arrival and Departure,best_fit,57,0.0,100,10,0.9709503506070525,1.7543859649122806,1.0,0.57,0.9709503506070525,0.0
Correlated Arrival and Departure,worst_fit,63,0.0,100,10,0.8447724192444798,1.5873015873015872,1.0,0.63,0.8447724192444798,0.0
Correlated Arrival and Departure,first_fit_decreasing,55,1.0008811950683593e-05,100,10,0.9890329072336268,1.8181818181818181,1.0,0.55,0.9133557253265484,0.0010008811950683594
Correlated Arrival and Departure,best_fit_decreasing,55,0.0,100,10,0.9890329072336268,1.8181818181818181,1.0,0.55,0.9890329072336268,0.0
Correlated Arrival and Departure,next_fit_decreasing,69,0.0,100,10,0.783508851077193,1.4492753623188406,1.0,0.69,0.783508851077193,0.0
Correlated Arrival and Departure,worst_fit_decreasing,55,0.0,100,10,0.9735022194220431,1.8181818181818181,1.0,0.55,0.9735022194220431,0.0
Correlated Arrival and Departure,time_aware_harmonic_algorithm,57,0.0,100,10,0.9632845070299783,1.7543859649122806,1.0,0.57,0.9632845070299783,0.0
Correlated Arrival and Departure,rolling_horizon_dp,75,0.0,100,10,0.7488473209966429,1.3333333333333333,1.0,0.75,0.7488473209966429,0.0
Time-aware items,first_fit,58,0.0,100,100,0.9608893235456337,1.7241379310344827,1.0,0.58,0.9608893235456337,0.0
Time-aware items,next_fit,72,0.0,100,100,0.7369175408517161,1.3888888888888888,1.0,0.72,0.7369175408517161,0.0
Time-aware items,best_fit,58,1.0221004486083984e-05,100,100,0.9552481025131803,1.7241379310344827,1.0,0.58,0.8769955125839841,0.0010221004486083984
Time-aware items,worst_fit,62,0.0,100,100,0.8417898424374609,1.6129032258064515,1.0,0.62,0.8417898424374609,0.0
Time-aware items,first_fit_decreasing,56,0.0,100,100,0.9838140692812987,1.7857142857142858,1.0,0.56,0.9838140692812987,0.0
Time-aware items,best_fit_decreasing,56,0.0,100,100,0.9845336716379445,1.7857142857142858,1.0,0.56,0.9845336716379445,0.0
Time-aware items,next_fit_decreasing,69,0.0,100,100,0.7334096294973107,1.4492753623188406,1.0,0.69,0.7334096294973107,0.0
Time-aware items,worst_fit_decreasing,56,0.0,100,100,0.9339794224223519,1.7857142857142858,1.0,0.56,0.9339794224223519,0.0
Time-aware items,time_aware_harmonic_algorithm,60,0.0,100,100,0.9273582590981272,1.6666666666666667,1.0,0.6,0.9273582590981272,0.0
Time-aware items,rolling_horizon_dp,73,9.851455688476563e-06,100,100,0.7417569869428463,1.36986301369863,1.0,0.73,0.6693084901194083,0.0009851455688476562
Correlated Arrival and Departure,first_fit,65,0.0,100,100,0.917831948205592,1.5384615384615385,1.0,0.65,0.917831948205592,0.0
Correlated Arrival and Departure,next_fit,77,0.0,100,100,0.7650450074592486,1.2987012987012987,1.0,0.77,0.7650450074592486,0.0
Correlated Arrival and Departure,best_fit,65,0.0,100,100,0.9404115688951388,1.5384615384615385,1.0,0.65,0.9404115688951388,0.0
Correlated Arrival and Departure,worst_fit,68,9.808540344238281e-06,100,100,0.8513160454553775,1.4705882352941178,1.0,0.68,0.7736489583540447,0.0009808540344238281
Correlated Arrival and Departure,first_fit_decreasing,63,0.0,100,100,0.9751669156843668,1.5873015873015872,1.0,0.63,0.9751669156843668,0.0
Correlated Arrival and Departure,best_fit_decreasing,63,0.0,100,100,0.9756041940095117,1.5873015873015872,1.0,0.63,0.9756041940095117,0.0
Correlated Arrival and Departure,next_fit_decreasing,73,0.0,100,100,0.7755522682720155,1.36986301369863,1.0,0.73,0.7755522682720155,0.0
Correlated Arrival and Departure,worst_fit_decreasing,63,9.648799896240234e-06,100,100,0.9068130839666086,1.5873015873015872,1.0,0.63,0.8307997176296429,0.0009648799896240234
Correlated Arrival and Departure,time_aware_harmonic_algorithm,65,0.0,100,100,0.9280719891681581,1.5384615384615385,1.0,0.65,0.9280719891681581,0.0
Correlated Arrival and Departure,rolling_horizon_dp,79,0.0,100,100,0.7650450074592486,1.2658227848101267,1.0,0.79,0.7650450074592486,0.0
Time-aware items,first_fit,62,0.0,100,1000,0.9108844066662192,1.6129032258064515,1.0,0.62,0.9108844066662192,0.0
Time-aware items,next_fit,73,0.0,100,1000,0.7638384771252418,1.36986301369863,1.0,0.73,0.7638384771252418,0.0
Time-aware items,best_fit,62,0.0,100,1000,0.9133863753759488,1.6129032258064515,1.0,0.62,0.9133863753759488,0.0
Time-aware items,worst_fit,63,0.0,100,1000,0.8722578988498702,1.5873015873015872,1.0,0.63,0.8722578988498702,0.0
Time-aware items,first_fit_decreasing,56,8.840560913085937e-06,100,1000,0.9861557240459808,1.7857142857142858,1.0,0.56,0.9177676504874144,0.0008840560913085938
Time-aware items,best_fit_decreasing,56,0.0,100,1000,0.987221797430615,1.7857142857142858,1.0,0.56,0.987221797430615,0.0
Time-aware items,next_fit_decreasing,69,0.0,100,1000,0.8116665773957678,1.4492753623188406,1.0,0.69,0.8116665773957678,0.0
Time-aware items,worst_fit_decreasing,57,0.0,100,1000,0.9744890368473051,1.7543859649122806,1.0,0.57,0.9744890368473051,0.0
Time-aware items,time_aware_harmonic_algorithm,60,9.667873382568359e-06,100,1000,0.9303636923035636,1.6666666666666667,1.0,0.6,0.8556566550331529,0.0009667873382568359
Time-aware items,rolling_horizon_dp,76,0.0,100,1000,0.739052367709123,1.3157894736842106,1.0,0.76,0.739052367709123,0.0
Correlated Arrival and Departure,first_fit,61,9.975433349609376e-06,100,1000,0.9388449127333485,1.639344262295082,1.0,0.61,0.8600721183375539,0.0009975433349609375
Correlated Arrival and Departure,next_fit,72,0.0,100,1000,0.8086107438093957,1.3888888888888888,1.0,0.72,0.8086107438093957,0.0
Correlated Arrival and Departure,best_fit,60,0.0,100,1000,0.9664067720363199,1.6666666666666667,1.0,0.6,0.9664067720363199,0.0
Correlated Arrival and Departure,worst_fit,66,0.0,100,1000,0.836720819331912,1.5151515151515151,1.0,0.66,0.836720819331912,0.0
Correlated Arrival and Departure,first_fit_decreasing,58,0.0,100,1000,0.9900687509826847,1.7241379310344827,1.0,0.58,0.9900687509826847,0.0
Correlated Arrival and Departure,best_fit_decreasing,58,1.0468959808349609e-05,100,1000,0.9900687509826847,1.7241379310344827,1.0,0.58,0.9071609056305547,0.001046895980834961
Correlated Arrival and Departure,next_fit_decreasing,70,0.0,100,1000,0.8192046908750502,1.4285714285714286,1.0,0.7,0.8192046908750502,0.0
Correlated Arrival and Departure,worst_fit_decreasing,58,0.0,100,1000,0.9667485016790918,1.7241379310344827,1.0,0.58,0.9667485016790918,0.0
Correlated Arrival and Departure,time_aware_harmonic_algorithm,62,0.0,100,1000,0.9209916566586251,1.6129032258064515,1.0,0.62,0.9209916566586251,0.0
Correlated Arrival and Departure,rolling_horizon_dp,76,9.989738464355468e-06,100,1000,0.7647176168539768,1.3157894736842106,1.0,0.76,0.6862922462649959,0.0009989738464355469
Time-aware items,first_fit,59,0.0,100,10000,0.9250174657742587,1.694915254237288,1.0,0.59,0.9250174657742587,0.0
Time-aware items,next_fit,72,0.0,100,10000,0.7436051039634217,1.3888888888888888,1.0,0.72,0.7436051039634217,0.0
Time-aware items,best_fit,59,9.648799896240234e-06,100,10000,0.9332747752305272,1.694915254237288,1.0,0.59,0.8596183299468106,0.0009648799896240234
Time-aware items,worst_fit,63,0.0,100,10000,0.8332173735090957,1.5873015873015872,1.0,0.63,0.8332173735090957,0.0
Time-aware items,first_fit_decreasing,54,0.0,100,10000,0.9905180103440814,1.8518518518518519,1.0,0.54,0.9905180103440814,0.0
Time-aware items,best_fit_decreasing,54,0.0,100,10000,0.9905180103440814,1.8518518518518519,1.0,0.54,0.9905180103440814,0.0
Time-aware items,next_fit_decreasing,69,0.0,100,10000,0.7460304711670498,1.4492753623188406,1.0,0.69,0.7460304711670498,0.0
Time-aware items,worst_fit_decreasing,55,9.865760803222657e-06,100,10000,0.9620250676769719,1.8181818181818181,1.0,0.55,0.88938707073799,0.0009865760803222656
Time-aware items,time_aware_harmonic_algorithm,59,0.0,100,10000,0.9259215109854341,1.694915254237288,1.0,0.59,0.9259215109854341,0.0
Time-aware items,rolling_horizon_dp,74,1.0018348693847657e-05,100,10000,0.7412639624850541,1.3513513513513513,1.0,0.74,0.6668528725100693,0.0010018348693847656
Correlated Arrival and Departure,first_fit,61,0.0,100,10000,0.9176329139101499,1.639344262295082,1.0,0.61,0.9176329139101499,0.0
Correlated Arrival and Departure,next_fit,70,0.0,100,10000,0.8061111709257964,1.4285714285714286,1.0,0.7,0.8061111709257964,0.0
Correlated Arrival and Departure,best_fit,60,0.0,100,10000,0.9594538565571231,1.6666666666666667,1.0,0.6,0.9594538565571231,0.0
Correlated Arrival and Departure,worst_fit,64,0.0,100,10000,0.8188521818183008,1.5625,1.0,0.64,0.8188521818183008,0.0
Correlated Arrival and Departure,first_fit_decreasing,57,0.0,100,10000,0.9881690815030949,1.7543859649122806,1.0,0.57,0.9881690815030949,0.0
Correlated Arrival and Departure,best_fit_decreasing,57,0.0,100,10000,0.9881690815030949,1.7543859649122806,1.0,0.57,0.9881690815030949,0.0
Correlated Arrival and Departure,next_fit_decreasing,70,0.0,100,10000,0.7618020844441779,1.4285714285714286,1.0,0.7,0.7618020844441779,0.0
Correlated Arrival and Departure,worst_fit_decreasing,57,0.0,100,10000,0.9251691708204464,1.7543859649122806,1.0,0.57,0.9251691708204464,0.0
Correlated Arrival and Departure,time_aware_harmonic_algorithm,62,1.0006427764892578e-05,100,10000,0.9098805327344592,1.6129032258064515,1.0,0.62,0.8321728311707787,0.0010006427764892578
Correlated Arrival and Departure,rolling_horizon_dp,74,0.0,100,10000,0.739900431124719,1.3513513513513513,1.0,0.74,0.739900431124719,0.0
Time-aware items,first_fit,66,1.0018348693847657e-05,100,50000,0.9195762441662378,1.5151515151515151,1.0,0.66,0.8363416997435731,0.0010018348693847656
Time-aware items,next_fit,76,0.0,100,50000,0.8165115902030214,1.3157894736842106,1.0,0.76,0.8165115902030214,0.0
Time-aware items,best_fit,65,0.0,100,50000,0.9636574568618883,1.5384615384615385,1.0,0.65,0.9636574568618883,0.0
Time-aware items,worst_fit,69,0.0,100,50000,0.8760567433207821,1.4492753623188406,1.0,0.69,0.8760567433207821,0.0
Time-aware items,first_fit_decreasing,63,0.0,100,50000,0.9733100661613551,1.5873015873015872,1.0,0.63,0.9733100661613551,0.0
Time-aware items,best_fit_decreasing,63,0.0,100,50000,0.9733100661613551,1.5873015873015872,1.0,0.63,0.9733100661613551,0.0
Time-aware items,next_fit_decreasing,75,0.0,100,50000,0.7943617542109318,1.3333333333333333,1.0,0.75,0.7943617542109318,0.0
Time-aware items,worst_fit_decreasing,63,0.0,100,50000,0.9421748680955647,1.5873015873015872,1.0,0.63,0.9421748680955647,0.0
Time-aware items,time_aware_harmonic_algorithm,66,9.944438934326172e-06,100,50000,0.923308304462604,1.5151515151515151,1.0,0.66,0.8402970744589078,0.0009944438934326172
Time-aware items,rolling_horizon_dp,82,0.0,100,50000,0.7589701604060819,1.2195121951219512,1.0,0.82,0.7589701604060819,0.0
Correlated Arrival and Departure,first_fit,63,0.0,100,50000,0.9416803446109382,1.5873015873015872,1.0,0.63,0.9416803446109382,0.0
Correlated Arrival and Departure,next_fit,77,0.0,100,50000,0.8019997338005829,1.2987012987012987,1.0,0.77,0.8019997338005829,0.0
Correlated Arrival and Departure,best_fit,62,0.0,100,50000,0.9574261296345143,1.6129032258064515,1.0,0.62,0.9574261296345143,0.0
Correlated Arrival and Departure,worst_fit,66,0.0,100,50000,0.8757424298104535,1.5151515151515151,1.0,0.66,0.8757424298104535,0.0
Correlated Arrival and Departure,first_fit_decreasing,61,0.0,100,50000,0.9837191912806792,1.639344262295082,1.0,0.61,0.9837191912806792,0.0
Correlated Arrival and Departure,best_fit_decreasing,61,0.0,100,50000,0.9841393274319263,1.639344262295082,1.0,0.61,0.9841393274319263,0.0
Correlated Arrival and Departure,next_fit_decreasing,72,0.0,100,50000,0.811039189128361,1.3888888888888888,1.0,0.72,0.811039189128361,0.0
Correlated Arrival and Departure,worst_fit_decreasing,61,0.0,100,50000,0.9390316491585078,1.639344262295082,1.0,0.61,0.9390316491585078,0.0
Correlated Arrival and Departure,time_aware_harmonic_algorithm,64,0.0,100,50000,0.9329244880861676,1.5625,1.0,0.64,0.9329244880861676,0.0
Correlated Arrival and Departure,rolling_horizon_dp,79,9.961128234863282e-06,100,50000,0.7957507089545632,1.2658227848101267,1.0,0.79,0.7114797488149445,0.0009961128234863281
